"Story","Title","Result","Date","Stability","Duration (s)"
"Transaksi","user bisa membayar produk yang diinginkan","ERROR","2023-05-10T15:27:23.9739081+07:00[Asia/Jakarta]","0.0","12.84"
"Transaksi","user bisa Mengubah Jumlah Produk pada Keranjang Belanja","SUCCESS","2023-05-10T15:27:45.6629189+07:00[Asia/Jakarta]","0.0","11.2"
